OrderID,Date,Product,Category,Region,Quantity,Price,Revenue
1156,2024-01-30,Monitor,Electronics,North,2,4102,8204
1157,2024-02-23,Monitor,Electronics,South,5,6480,32400
1158,2024-03-23,Monitor,Electronics,North,3,4998,14994
1159,2024-02-16,Tablet,Electronics,East,4,63036,252144
1160,2024-01-08,Laptop,Electronics,East,2,29358,58716
1161,2024-06-01,Keyboard,Accessories,South,1,65728,65728
1162,2024-04-27,Monitor,Electronics,West,1,22463,22463
1163,2024-01-12,Tablet,Electronics,West,1,25600,25600
1164,2024-01-30,Tablet,Electronics,East,4,63728,254912
1165,2024-05-08,Monitor,Electronics,North,3,57722,173166
1166,2024-01-29,Monitor,Electronics,West,4,21948,87792
1167,2024-06-07,Keyboard,Accessories,South,2,16359,32718
1168,2024-04-04,Headphones,Accessories,North,1,50678,50678
1169,2024-01-23,Tablet,Electronics,North,3,25086,75258
1170,2024-06-04,Mobile,Electronics,South,4,36930,147720
1171,2024-01-30,Monitor,Electronics,West,5,3944,19720
1172,2024-05-19,Keyboard,Accessories,North,5,33562,167810
1173,2024-01-06,Mobile,Electronics,East,4,44295,177180
1174,2024-01-07,Mobile,Electronics,West,1,49805,49805
1175,2024-06-10,Monitor,Electronics,North,1,62809,62809
1176,2024-06-20,Monitor,Electronics,North,2,4104,8208
1177,2024-05-31,Headphones,Accessories,North,2,14566,29132
1178,2024-01-01,Mobile,Electronics,North,2,45716,91432
1179,2024-05-27,Mobile,Electronics,South,2,5408,10816
1180,2024-02-21,Monitor,Electronics,North,5,18703,93515
1181,2024-03-07,Tablet,Electronics,East,3,61300,183900
1182,2024-02-18,Headphones,Accessories,South,5,46144,230720
1183,2024-05-09,Monitor,Electronics,North,3,78187,234561
1184,2024-06-11,Monitor,Electronics,South,5,43505,217525
1185,2024-02-14,Monitor,Electronics,East,1,20564,20564
1186,2024-05-19,Mobile,Electronics,South,1,21845,21845
1187,2024-05-09,Keyboard,Accessories,South,3,62211,186633
1188,2024-03-15,Tablet,Electronics,West,2,77574,155148
1189,2024-06-15,Mobile,Electronics,West,2,13734,27468
1190,2024-06-08,Headphones,Accessories,North,1,52097,52097
1191,2024-01-23,Headphones,Accessories,North,4,67169,268676
1192,2024-01-01,Tablet,Electronics,North,3,58630,175890
1193,2024-06-28,Keyboard,Accessories,North,1,4091,4091
1194,2024-01-13,Mobile,Electronics,West,5,47752,238760
1195,2024-06-07,Monitor,Electronics,East,1,77502,77502
1196,2024-05-08,Laptop,Electronics,West,2,75620,151240
1197,2024-01-26,Mobile,Electronics,North,1,51126,51126
1198,2024-03-06,Headphones,Accessories,West,1,78699,78699
1199,2024-05-01,Keyboard,Accessories,West,5,13209,66045
1200,2024-04-17,Keyboard,Accessories,North,2,47936,95872
1201,2024-05-08,Tablet,Electronics,South,4,43059,172236
1202,2024-06-04,Keyboard,Accessories,East,5,61895,309475
1203,2024-03-03,Mobile,Electronics,West,5,3320,16600
1204,2024-02-28,Mobile,Electronics,South,1,20514,20514
1205,2024-01-18,Keyboard,Accessories,North,5,62155,310775
1206,2024-04-12,Monitor,Electronics,East,3,45188,135564
1207,2024-01-08,Laptop,Electronics,West,1,44431,44431
1208,2024-01-18,Monitor,Electronics,West,1,58835,58835
1209,2024-01-08,Mobile,Electronics,South,1,24150,24150
1210,2024-02-21,Tablet,Electronics,East,2,36162,72324
1211,2024-06-15,Laptop,Electronics,West,3,61067,183201
1212,2024-02-15,Mobile,Electronics,West,1,62213,62213
1213,2024-06-27,Mobile,Electronics,South,3,37750,113250
1214,2024-01-11,Mobile,Electronics,East,5,35123,175615
1215,2024-04-19,Mobile,Electronics,West,3,26905,80715
1216,2024-06-28,Monitor,Electronics,North,4,60658,242632
1217,2024-05-26,Keyboard,Accessories,East,2,51124,102248
1218,2024-05-01,Monitor,Electronics,West,1,62915,62915
1219,2024-04-01,Laptop,Electronics,West,1,30703,30703
1220,2024-06-12,Mobile,Electronics,West,5,79242,396210
1221,2024-04-04,Monitor,Electronics,West,1,34004,34004
1222,2024-01-06,Laptop,Electronics,East,4,34167,136668
1223,2024-06-08,Monitor,Electronics,North,5,3824,19120
1224,2024-02-02,Keyboard,Accessories,West,1,33996,33996
1225,2024-04-05,Keyboard,Accessories,East,4,71071,284284
1226,2024-04-23,Laptop,Electronics,South,5,28735,143675
1227,2024-01-27,Laptop,Electronics,West,2,19688,39376
1228,2024-03-18,Monitor,Electronics,South,5,27937,139685
1229,2024-06-24,Tablet,Electronics,North,5,59120,295600
1230,2024-04-21,Tablet,Electronics,East,5,2547,12735
1231,2024-01-09,Laptop,Electronics,East,5,39173,195865
1232,2024-05-29,Mobile,Electronics,North,3,53903,161709
1233,2024-04-16,Mobile,Electronics,North,4,44409,177636
1234,2024-04-16,Tablet,Electronics,South,3,35257,105771
1235,2024-03-19,Monitor,Electronics,North,1,10172,10172
1236,2024-06-28,Monitor,Electronics,East,4,44688,178752
1237,2024-05-28,Tablet,Electronics,South,1,4659,4659
1238,2024-03-06,Mobile,Electronics,East,1,27380,27380
1239,2024-03-04,Keyboard,Accessories,West,4,42825,171300
1240,2024-04-05,Laptop,Electronics,South,4,42856,171424
1241,2024-04-27,Monitor,Electronics,South,5,5443,27215
1242,2024-01-04,Laptop,Electronics,West,5,45327,226635
1243,2024-04-29,Tablet,Electronics,East,1,58454,58454
1244,2024-01-22,Mobile,Electronics,South,1,12038,12038
1245,2024-01-08,Headphones,Accessories,North,3,49992,149976
1246,2024-06-16,Tablet,Electronics,East,2,67118,134236
1247,2024-02-13,Monitor,Electronics,East,4,18969,75876
1248,2024-02-13,Mobile,Electronics,West,5,67129,335645
1249,2024-05-27,Mobile,Electronics,East,5,56923,284615
1250,2024-03-14,Tablet,Electronics,West,3,49970,149910
1251,2024-01-15,Laptop,Electronics,South,1,32343,32343
1252,2024-02-20,Mobile,Electronics,East,1,9375,9375
1253,2024-03-06,Headphones,Accessories,North,3,70305,210915
1254,2024-02-22,Monitor,Electronics,North,4,60143,240572
1255,2024-02-24,Headphones,Accessories,South,5,38599,192995
1256,2024-06-12,Monitor,Electronics,East,5,42987,214935
1257,2024-04-01,Keyboard,Accessories,North,4,40156,160624
1258,2024-01-22,Mobile,Electronics,East,2,40302,80604
1259,2024-03-07,Laptop,Electronics,South,4,57734,230936
1260,2024-01-03,Keyboard,Accessories,North,2,67427,134854
1261,2024-04-26,Tablet,Electronics,South,3,43588,130764
1262,2024-01-10,Keyboard,Accessories,West,3,13455,40365
1263,2024-03-19,Keyboard,Accessories,West,5,49622,248110
1264,2024-03-23,Laptop,Electronics,East,3,36525,109575
1265,2024-06-14,Mobile,Electronics,West,3,76147,228441
1266,2024-01-04,Laptop,Electronics,North,4,33227,132908
1267,2024-05-18,Monitor,Electronics,North,1,74125,74125
1268,2024-04-19,Laptop,Electronics,South,4,7511,30044
1269,2024-02-12,Tablet,Electronics,North,4,61866,247464
1270,2024-06-25,Mobile,Electronics,South,4,44753,179012
1271,2024-04-21,Tablet,Electronics,South,1,2951,2951
1272,2024-02-20,Monitor,Electronics,East,3,24899,74697
1273,2024-05-06,Tablet,Electronics,North,3,2102,6306
1274,2024-01-23,Mobile,Electronics,West,2,47387,94774
1275,2024-03-01,Mobile,Electronics,East,1,18293,18293
1276,2024-04-06,Headphones,Accessories,North,2,75430,150860
1277,2024-05-26,Headphones,Accessories,East,4,47332,189328
1278,2024-04-30,Laptop,Electronics,East,5,21518,107590
1279,2024-05-29,Keyboard,Accessories,West,4,20593,82372
1280,2024-02-18,Monitor,Electronics,West,3,72110,216330
1281,2024-02-15,Monitor,Electronics,West,5,4816,24080
1282,2024-01-22,Mobile,Electronics,West,5,26879,134395
1283,2024-03-19,Tablet,Electronics,South,2,67566,135132
1284,2024-05-17,Monitor,Electronics,South,5,27390,136950
1285,2024-06-16,Laptop,Electronics,South,4,73664,294656
1286,2024-01-04,Laptop,Electronics,South,5,9327,46635
1287,2024-04-07,Mobile,Electronics,East,5,28170,140850
1288,2024-01-27,Mobile,Electronics,North,3,68412,205236
1289,2024-01-19,Laptop,Electronics,East,1,8009,8009
1290,2024-03-31,Keyboard,Accessories,North,2,76797,153594
1291,2024-02-18,Monitor,Electronics,West,2,33617,67234
1292,2024-04-05,Tablet,Electronics,West,2,2081,4162
1293,2024-01-28,Laptop,Electronics,North,3,76248,228744
1294,2024-01-01,Monitor,Electronics,South,1,18241,18241
1295,2024-03-06,Keyboard,Accessories,North,4,37902,151608
1296,2024-06-15,Mobile,Electronics,East,1,6878,6878
1297,2024-01-17,Keyboard,Accessories,North,2,37093,74186
1298,2024-01-19,Headphones,Accessories,East,2,3848,7696
1299,2024-05-18,Tablet,Electronics,North,3,70687,212061
1300,2024-06-26,Mobile,Electronics,South,2,39199,78398
